"id","title","description","director","star1","star2","poster_url","release_date","imdb_rating","our_rating"
"194","The Gold Rush","A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.","Charles Chaplin","Charles Chaplin","Mack Swain","/hZHeDPQGNKN9NN9GuW7qVbM2tDx.jpg",,"8.2","0"
"196","Portrait de la jeune fille en feu","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","CÃ©line Sciamma","NoÃ©mie Merlant","AdÃ¨le Haenel","/foFq1RZWQIgFuCQ0nyYccywjFyX.jpg",,"8.1","0"
"198","Koe no katachi","Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?","Naoko Yamada","Miyu Irino","Saori Hayami","/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg",,"8.1","0"
"199","Contratiempo","Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.","Oriol Paulo","Mario Casas","Ana Wagener","/1ZSWFzAP4AZuFCigZZoib2RdcUO.jpg",,"8.1","0"
"200","Ah-ga-ssi","1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.","Chan-wook Park","Kim Min-hee","Jung-woo Ha","/9o9ci7ZH9chSy8B7YXCBYih8Kkd.jpg",,"8.1","0"
"201","Mommy","A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.","Xavier Dolan","Anne Dorval","Antoine Olivier Pilon","/hb1GBVDwQIvSNpx1cQUFAIHfyBW.jpg",,"8.1","0"
"202","Haider","A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.","Vishal Bhardwaj","Shahid Kapoor","Tabu","/tiyqwRBKVyLgKwVNicKjKvjaLXf.jpg",,"8.1","0"
"203","Logan","In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.","James Mangold","Hugh Jackman","Patrick Stewart","/9X7YweCJw3q8Mcf6GadxReFEksM.jpg",,"8.1","0"
"206","Soul","Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.","Pete Docter","Kemp Powers","Jamie Foxx","/4JNggqfyJWREqb0enzpUMbvIniV.jpg",,"8.1","0"
"208","PK","The local pastor’s daughter escapes youth group to go to her first high school party.","Rajkumar Hirani","Aamir Khan","Anushka Sharma","/5zHwzmGjkB1TqClgUVfQyCqIUJu.jpg",,"8.1","0"
"209","OMG: Oh My God!","A shopkeeper takes God to court when his shop is destroyed by an earthquake.","Umesh Shukla","Paresh Rawal","Akshay Kumar","/kMUsTD4Dco26kkIUEhntbKZo0Ya.jpg",,"8.1","0"
"210","The Grand Budapest Hotel","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.","Wes Anderson","Ralph Fiennes","F. Murray Abraham","/xHDynIimfsgj0ZOs0j5ma8v1vmM.jpg",,"8.1","0"
"211","Gone Girl","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","David Fincher","Ben Affleck","Rosamund Pike","/1ufic9NSdolkgNkQSAVjlVp0uqn.jpg",,"8.1","0"
"213","Hacksaw Ridge","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.","Mel Gibson","Andrew Garfield","Sam Worthington","/vDKRMZGFTKP9nQolzeSB1rB1w6p.jpg",,"8.1","0"
"214","Inside Out","When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.","Pete Docter","Ronnie Del Carmen","Amy Poehler","/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg",,"8.1","0"
"215","Barfi!","The heartwarming tale of Barfi, a charming deaf-mute young man from 1970s Darjeeling, and two unalike women who can't help but fall for him.","Anurag Basu","Ranbir Kapoor","Priyanka Chopra","/dVUBKQMehxVnEQMpcOPw3OQqNMF.jpg",,"8.1","0"
"216","12 Years a Slave","In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","Steve McQueen","Chiwetel Ejiofor","Michael Kenneth Williams","/4Bb1kMIfrT2tYRZ9M6Jhqy6gkeF.jpg",,"8.1","0"
"217","Rush","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.","Ron Howard","Daniel BrÃ¼hl","Chris Hemsworth","/D3eDUNEzJPBDG3TCJcR7RyRgTA.jpg",,"8.1","0"
"218","Ford v Ferrari","American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.","James Mangold","Matt Damon","Christian Bale","/2vq5GTJOahE03mNYZGxIynlHcWr.jpg",,"8.1","0"
"219","Spotlight","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","Tom McCarthy","Mark Ruffalo","Michael Keaton","/hTYZ9tPvRZrL3rSf0tB38r53IG.jpg",,"8.1","0"
"222","Zindagi Na Milegi Dobara","Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?","Zoya Akhtar","Hrithik Roshan","Farhan Akhtar","/z4k7b66jAHP8sQbEahxss6Ct8BW.jpg",,"8.1","0"
"223","Prisoners","Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.","Denis Villeneuve","Hugh Jackman","Jake Gyllenhaal","/3RFmTz5h2UuFWEV4oH00XICBR9y.jpg",,"8.1","0"
"228","Okuribito","Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking he’s applying for a job at a travel agency he finds he’s being interviewed for work with departures of a more permanent nature – as an undertaker’s assistant.","YÃ´jirÃ´ Takita","Masahiro Motoki","RyÃ´ko Hirosue","/AoWW2J4PoDe0IPuCVQOk50QFS4D.jpg",,"8.1","0"
"229","Hachi: A Dog's Tale","A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.","Lasse HallstrÃ¶m","Richard Gere","Joan Allen","/y6JA85N8DvoonwqDGWlgkr1jnU.jpg",,"8.1","0"
"231","How to Train Your Dragon","It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...","Dean DeBlois","Chris Sanders","Jay Baruchel","/lI2AHx0QQrNnEkUqUG01QHUdLDW.jpg",,"8.1","0"
"232","Into the Wild","After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.","Sean Penn","Emile Hirsch","Vince Vaughn","/87tmTU1NSR5EUGTKsF5rhLwZtZc.jpg",,"8.1","0"
"233","No Country for Old Men","Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.","Ethan Coen","Joel Coen","Tommy Lee Jones","/mkXwF7FFWpf2dkOGCzQoeWX7M6R.jpg",,"8.1","0"
"234","Lage Raho Munna Bhai","Lovable goon Munna falls for a morning radio host by the name of Jahnvi, who also runs an elders' home which an unscrupulous builder seeks to attain. In order to gain Jahnvi’s attention, he cheats his way to winning a Mahatma Gandhi radio quiz. When Jahnvi consequently expresses interest in Munna, he and his best friend Circuit attempt to keep up the facade.","Rajkumar Hirani","Sanjay Dutt","Arshad Warsi","/tJzbA8lCzL62HJrNOA0kCEwPLZv.jpg",,"8.1","0"
"236","Hotel Rwanda","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","Terry George","Don Cheadle","Sophie Okonedo","/jkvvXaN7FPVKGlk8oj9PL0FHNtj.jpg",,"8.1","0"
"237","Taegukgi hwinalrimyeo","When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.","Je-kyu Kang","Jang Dong-Gun","Won Bin","/oqaKsofz49zjNhi48sxQIq8U73X.jpg",,"8.1","0"
"238","Before Sunset","Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.","Richard Linklater","Ethan Hawke","Julie Delpy","/tcZi0LQc5iu2u6i5aOWyj9NBBvl.jpg",,"8.1","0"
"239","Munna Bhai M.B.B.S.","A gangster sets out to fulfill his father's dream of becoming a doctor.","Rajkumar Hirani","Sanjay Dutt","Arshad Warsi","/smaFFzbd1flJKUqDI2ylljQ8Pki.jpg",,"8.1","0"
"241","Dil Chahta Hai","Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.","Farhan Akhtar","Aamir Khan","Saif Ali Khan","/27dhih2lFlBl0oIUE9jFwIEBIMg.jpg",,"8.1","0"
"243","Finding Nemo","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Andrew Stanton","Lee Unkrich","Albert Brooks","/eCynaAOgYYiw5yN5lBwz3IxqvaW.jpg",,"8.1","0"
"244","Catch Me If You Can","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","Steven Spielberg","Leonardo DiCaprio","Tom Hanks","/Ag6qhzsJd3k1NKuNrG9RmhZDMh7.jpg",,"8.1","0"
"245","Amores perros","A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.","Alejandro G. IÃ±Ã¡rritu","Emilio EchevarrÃ­a","Gael GarcÃ­a Bernal","/tJTRLtdKPeVT8HORSbeHpdb8BKg.jpg",,"8.1","0"
"246","Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.","Pete Docter","David Silverman","Lee Unkrich","/sDTnMOJ3H5wI38OxObmCtK7wfd5.jpg",,"8.1","0"
"249","The Sixth Sense","Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.","M. Night Shyamalan","Bruce Willis","Haley Joel Osment","/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg",,"8.1","0"
"250","La leggenda del pianista sull'oceano","The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.","Giuseppe Tornatore","Tim Roth","Pruitt Taylor Vince","/muSeX7fnNw0pv4zHK7RSwZln6Hk.jpg",,"8.1","0"
"251","The Truman Show","Every second of every day, from the moment he was born, for the last thirty years, Truman Burbank has been the unwitting star of the longest running, most popular documentary-soap opera in history. The picture-perfect town of Seahaven that he calls home is actually a gigantic soundstage. Truman's friends and family - everyone he meets, in fact - are actors. He lives every moment under the unblinking gaze of thousands of hidden TV cameras.","Peter Weir","Jim Carrey","Ed Harris","/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg",,"8.1","0"
"253","The Big Lebowski","Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","Joel Coen","Ethan Coen","Jeff Bridges","/nevS6wjzCxZESvmjJZqdyZ3RNQ6.jpg",,"8.1","0"
"255","Trainspotting","Hilarious but harrowing, the film charts the disintegration of the friendship between Renton, Spud, Sick Boy, Tommy and Begbie as they proceed seemingly towards a psychotic, drug-fuelled self-destruction.","Danny Boyle","Ewan McGregor","Ewen Bremner","/wUc83y8kXNdRK66o0HU5X8eBri4.jpg",,"8.1","0"
"256","Fargo","Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!","Joel Coen","Ethan Coen","William H. Macy","/747dgDfL5d8esobk7h4odaOFhUq.jpg",,"8.1","0"
"258","La haine","After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.","Mathieu Kassovitz","Vincent Cassel","Hubert KoundÃ©","/k61xLJgPo7ScxHLLiBzTM9IDaB7.jpg",,"8.1","0"
"259","Dilwale Dulhania Le Jayenge","Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.","Aditya Chopra","Shah Rukh Khan","Kajol","/90ez6ArvpO8bvpyIngBuwXOqJm5.jpg",,"8.1","0"
"261","Trois couleurs: Rouge","Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.","Krzysztof Kieslowski","IrÃ¨ne Jacob","Jean-Louis Trintignant","/pZcoSJUb3Lgr9Rzg2shg1PtTBP9.jpg",,"8.1","0"
"262","Chung Hing sam lam","Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.","Kar-Wai Wong","Brigitte Lin","Takeshi Kaneshiro","/vuglA60RqvpHK9rIcG8sXaiWw1L.jpg",,"8.1","0"
"264","In the Name of the Father","A small-time Belfast thief, Gerry Conlon, is wrongly convicted of an IRA bombing in London, along with his father and friends, and spends 15 years in prison fighting to prove his innocence.","Jim Sheridan","Daniel Day-Lewis","Pete Postlethwaite","/1GZVHgJUcVyytQRJ533GpMavAcL.jpg",,"8.1","0"
"265","Ba wang bie ji","Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.","Kaige Chen","Leslie Cheung","Fengyi Zhang","/bBiZN1epQTu3F8iFLBuMhc4TRzr.jpg",,"8.1","0"
"267","Dead Poets Society","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.","Peter Weir","Robin Williams","Robert Sean Leonard","/hpzQHv8cA7j2Dn2CphOFYmllXzj.jpg",,"8.1","0"
"268","Stand by Me","Nobita travels to the future to show his beloved grandma his bride, but adult Nobita has fled his own wedding.","Rob Reiner","Wil Wheaton","River Phoenix","/fStC0dSCRQslE9NzXa36EyOom81.jpg",,"8.1","0"
"270","Paris, Texas","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.","Wim Wenders","Harry Dean Stanton","Nastassja Kinski","/pAKpSMrCv9HQdMKvIdLgTdpKh5f.jpg",,"8.1","0"
"271","Kaze no tani no Naushika","After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.","Hayao Miyazaki","Sumi Shimamoto","Mahito Tsujimura","/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg",,"8.1","0"
"272","The Thing","In the winter of 1982, a twelve-man research team at a remote Antarctic research station discovers an alien buried in the snow for over 100,000 years. Soon unfrozen, the form-changing creature wreaks havoc, creates terror... and becomes one of them.","John Carpenter","Kurt Russell","Wilford Brimley","/r9leYNa8nTRCceZrZhP1DXkgKVb.jpg",,"8.1","0"
"274","Fitzcarraldo","Fitzcarraldo is a dreamer who plans to build an opera house in Iquitos, in the Peruvian Amazon, so, in order to finance his project, he embarks on an epic adventure to collect rubber, a very profitable product, in a remote and unexplored region of the rainforest.","Werner Herzog","Klaus Kinski","Claudia Cardinale","/46iMqI1qzAtnXJxGRNCFwYNYqOo.jpg",,"8.1","0"
"275","Fanny och Alexander","As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.","Ingmar Bergman","Bertil Guve","Pernilla Allwin","/jVzoKlWUpsKV3y5oLafLQhEvgX6.jpg",,"8.1","0"
"276","Blade Runner","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","Ridley Scott","Harrison Ford","Rutger Hauer","/qr7dUqleMRd0VgollazbmyP9XjI.jpg",,"8.1","0"
"279","The Deer Hunter","A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.","Michael Cimino","Robert De Niro","Christopher Walken","/ojG57hVx69vhk5DDGPIcfyRR55I.jpg",,"8.1","0"
"282","Barry Lyndon","An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.","Stanley Kubrick","Ryan O'Neal","Marisa Berenson","/okdg55jhsr9k1F2lxsZoQncrLZL.jpg",,"8.1","0"
"283","Zerkalo","A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.","Andrei Tarkovsky","Margarita Terekhova","Filipp Yankovskiy","/9UAcMhSCDJ2OCo5QdPpSERjhMA1.jpg",,"8.1","0"
"284","Chinatown","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","Roman Polanski","Jack Nicholson","Faye Dunaway","/eJ6kPtua2rEvjxHdCtnIobXJZSf.jpg",,"8.1","0"
"286","Viskningar och rop","As Agnes slowly dies of cancer, her sisters are so immersed in their own psychic pains that they are unable to offer her the support she needs.","Ingmar Bergman","Harriet Andersson","Liv Ullmann","/xmLgdb0yDBXa7Dlo3aCzjhjCkuE.jpg",,"8.1","0"
"289","Cool Hand Luke","When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.","Stuart Rosenberg","Paul Newman","George Kennedy","/9TDi0FPOSAePfVLZXAUgFZhiMLf.jpg",,"8.1","0"
"291","Andrei Rublev","An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.","Andrei Tarkovsky","Anatoliy Solonitsyn","Ivan Lapikov","/jqha8JCXm0aJ5SJ03Jd0JmGgWRs.jpg",,"8.1","0"
"292","La battaglia di Algeri","Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.","Gillo Pontecorvo","Brahim Hadjadj","Jean Martin","/kIBBeb94FbNfLSljeFUxUoszflb.jpg",,"8.1","0"
"294","What Ever Happened to Baby Jane?","A former child star torments her paraplegic sister in their decaying Hollywood mansion.","Robert Aldrich","Bette Davis","Joan Crawford","/sCdpJ3iC0xknqRaBKNGsoPLk4YD.jpg",,"8.1","0"
"295","Sanjuro","Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.","Akira Kurosawa","ToshirÃ´ Mifune","Tatsuya Nakadai","/vfEORWH75d5qSHe3QBkSPIsXhOz.jpg",,"8.1","0"
"300","Les quatre cents coups","For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.","FranÃ§ois Truffaut","Jean-Pierre LÃ©aud","Albert RÃ©my","/cy7ymUaMEWRoig7LWXpfzaaw2vv.jpg",,"8.1","0"
"303","Le notti di Cabiria","Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.","Federico Fellini","Giulietta Masina","FranÃ§ois PÃ©rier","/5Ls2O8NnH8PR21Yqh0u7PU8GPtk.jpg",,"8.1","0"
"305","The Bridge on the River Kwai","The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson, the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.","David Lean","William Holden","Alec Guinness","/4IkZXrbQPAGAfwzjzO1J3WG4fpX.jpg",,"8.1","0"
"306","On the Waterfront","Terry Malloy is a kindhearted dockworker, and former boxer, who is tricked by his corrupt bosses into leading his friend to death. After falling in love, he tries to leave the waterfront and expose his employers.","Elia Kazan","Marlon Brando","Karl Malden","/neHcUJUxmwmzLgupVpePU3uTsAH.jpg",,"8.1","0"
"307","Le salaire de la peur","When an explosion at an oil well threatens hundreds of lives, a crack team is called upon to make a deadly desert crossing with nitroglycerine in tow.","Henri-Georges Clouzot","Yves Montand","Charles Vanel","/jBPG5F5WW2qv5diBzxUr52sPMef.jpg",,"8.1","0"
"309","White Heat","A psychopathic criminal with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.","Raoul Walsh","James Cagney","Virginia Mayo","/cap8458wFeRCJSKxL758dI82TRK.jpg",,"8.1","0"
"311","The Red Shoes","In this classic drama, Vicky Page is an aspiring ballerina torn between her dedication to dance and her desire to love. While her imperious instructor, Boris Lermontov, urges to her to forget anything but ballet, Vicky begins to fall for the charming young composer Julian Craster. Eventually Vicky, under great emotional stress, must choose to pursue either her art or her romance, a decision that carries serious consequences.","Michael Powell","Emeric Pressburger","Anton Walbrook","/cSbBSHHiy849SUhyTW6FX4Dbj43.jpg",,"8.1","0"
"312","The Shop Around the Corner","Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.","Ernst Lubitsch","Margaret Sullavan","James Stewart","/wqgZSvgoctaadgwUdPYVsksivxn.jpg",,"8.1","0"
"313","Rebecca","After a whirlwind romance with a wealthy widower, a naïve bride moves to his family estate but can't escape the haunting shadow of his late wife.","Alfred Hitchcock","Laurence Olivier","Joan Fontaine","/rVkptIl9QkhpB5xM6BnUAHOJ43b.jpg",,"8.1","0"
"315","Gone with the Wind","The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.","Victor Fleming","George Cukor","Sam Wood","/AfK1tyoO0i47mzKhA9BJVNGq1vg.jpg",,"8.1","0"
"317","It Happened One Night","A runaway heiress makes a deal with the rogue reporter trailing her but the mismatched pair end up stuck with each other when their bus leaves them behind.","Frank Capra","Clark Gable","Claudette Colbert","/hmiC0MsI0PDd1TJXC62xyw0tX0s.jpg",,"8.1","0"
"318","La passion de Jeanne d'Arc","A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.","Carl Theodor Dreyer","Maria Falconetti","Eugene Silvain","/5YyWhr5cgVeYYHbsWjyQ0OGKkmu.jpg",,"8.1","0"
"320","Sunrise: A Song of Two Humans","A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.","F.W. Murnau","George O'Brien","Janet Gaynor","/hKrrCigPFmhv1bg5IJl9nzjEaN4.jpg",,"8.1","0"
"321","The General","The real-life story of Dublin folk hero and criminal Martin Cahill, who pulled off two daring robberies in Ireland with his team, but attracted unwanted attention from the police, the I.R.A., the U.V.F., and members of his own team.","Clyde Bruckman","Buster Keaton","Buster Keaton","/2jY2PNtMalZbyZjQpGVzL7wP1AR.jpg",,"8.1","0"
