"id","title","description","director","star1","star2","poster_url","release_date","imdb_rating","our_rating"
"1","The Shawshank Redemption","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","Frank Darabont","Tim Robbins","Morgan Freeman","/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg",,"9.3","10"
"2","The Godfather","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","Francis Ford Coppola","Marlon Brando","Al Pacino","/tmU7GeKVybMWFButWEGl2M4GeiP.jpg",,"9.2","10"
"3","The Dark Knight","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Christopher Nolan","Christian Bale","Heath Ledger","/oOv2oUXcAaNXakRqUPxYq5lJURz.jpg",,"9","7"
"4","The Godfather: Part II","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","Francis Ford Coppola","Al Pacino","Robert De Niro","/kGzFbGhp99zva6oZODW5atUtnqi.jpg",,"9","5"
"5","12 Angry Men","The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","Sidney Lumet","Henry Fonda","Lee J. Cobb","/bxgTSUenZDHNFerQ1whRKplrMKF.jpg",,"9","4"
"6","The Lord of the Rings: The Return of the King","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​","Peter Jackson","Elijah Wood","Viggo Mortensen","/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg",,"8.9","0"
"7","Pulp Fiction","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","Quentin Tarantino","John Travolta","Uma Thurman","/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg",,"8.9","0"
"8","Schindler's List","The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.","Steven Spielberg","Liam Neeson","Ralph Fiennes","/zb6fM1CX41D9rF9hdgclu0peUmy.jpg",,"8.9","0"
"9","Inception","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Christopher Nolan","Leonardo DiCaprio","Joseph Gordon-Levitt","/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg",,"8.8","0"
"10","Fight Club","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","David Fincher","Brad Pitt","Edward Norton","/hZkgoQYus5vegHoetLkCJzb17zJ.jpg",,"8.8","0"
"11","The Lord of the Rings: The Fellowship of the Ring","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Peter Jackson","Elijah Wood","Ian McKellen","/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg",,"8.8","0"
"14","The Lord of the Rings: The Two Towers","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Peter Jackson","Elijah Wood","Ian McKellen","/jfEOzpsjc6JDlKhUHb4toWQPt.jpg",,"8.7","0"
"15","The Matrix","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","Lana Wachowski","Lilly Wachowski","Keanu Reeves","/icmmSD4vTTDKOq2vvdulafOGw93.jpg",,"8.7","0"
"16","Goodfellas","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","Martin Scorsese","Robert De Niro","Ray Liotta","/7TF4p86ZafnxFuNqWdhpHXFO244.jpg",,"8.7","0"
"17","Star Wars: Episode V - The Empire Strikes Back","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.","Irvin Kershner","Mark Hamill","Harrison Ford","/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg",,"8.7","0"
"18","One Flew Over the Cuckoo's Nest","A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.","Milos Forman","Jack Nicholson","Louise Fletcher","/uA8eSNAUUUyfHNIrG4h0zHxzt9W.jpg",,"8.7","0"
"21","Soorarai Pottru","Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.","Sudha Kongara","Suriya","Madhavan","/xyerWHsg0hsQ4GXWGp1Ial0iIeE.jpg",,"8.6","0"
"22","Interstellar","The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.","Christopher Nolan","Matthew McConaughey","Anne Hathaway","/l33oR0mnvf20avWyIMxW02EtQxn.jpg",,"8.6","0"
"25","Saving Private Ryan","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.","Steven Spielberg","Tom Hanks","Matt Damon","/rW2xRFlJRbTnBJlQTSjQmjevIwb.jpg",,"8.6","0"
"26","The Green Mile","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","Frank Darabont","Tom Hanks","Michael Clarke Duncan","/amZavErrjrdgDwhsIdpWxHNenIx.jpg",,"8.6","0"
"27","La vita Ã¨ bella","A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.","Roberto Benigni","Roberto Benigni","Nicoletta Braschi","/6aNKD81RHR1DqUUa8kOZ1TBY1Lp.jpg",,"8.6","0"
"28","Se7en","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","David Fincher","Morgan Freeman","Brad Pitt","/p1PLSI5Nw2krGxD7X4ulul1tDAk.jpg",,"8.6","0"
"29","The Silence of the Lambs","Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.","Jonathan Demme","Jodie Foster","Anthony Hopkins","/aYcnDyLMnpKce1FOYUpZrXtgUye.jpg",,"8.6","0"
"30","Star Wars","Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.","George Lucas","Mark Hamill","Harrison Ford","/2w4xG178RpB4MDAIfTkqAuSJzec.jpg",,"8.6","0"
"32","Shichinin no samurai","A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.","Akira Kurosawa","ToshirÃ´ Mifune","Takashi Shimura","/sJNNMCc6B7KZIY3LH3JMYJJNH5j.jpg",,"8.6","0"
"33","It's a Wonderful Life","A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.","Frank Capra","James Stewart","Donna Reed","/3q35nBLCIdEbxYfsr7D5ocYQXKz.jpg",,"8.6","0"
"34","Joker","During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.","Todd Phillips","Joaquin Phoenix","Robert De Niro","/rlay2M5QYvi6igbGcFjq8jxeusY.jpg",,"8.5","0"
"35","Whiplash","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","Damien Chazelle","Miles Teller","J.K. Simmons","/fRGxZuo7jJUWQsVg9PREb98Aclp.jpg",,"8.5","0"
"37","The Prestige","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.","Christopher Nolan","Christian Bale","Hugh Jackman","/yCnJT53HMXAK87xzPAdjdYhZ3JE.jpg",,"8.5","0"
"39","The Pianist","The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.","Roman Polanski","Adrien Brody","Thomas Kretschmann","/dVr11o9or7AS8AMPfwjSpEU83iU.jpg",,"8.5","0"
"40","Gladiator","Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.","Ridley Scott","Russell Crowe","Joaquin Phoenix","/CHTWwOdfHiFWJEBKShPRsqRYIP.jpg",,"8.5","0"
"41","American History X","Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.","Tony Kaye","Edward Norton","Edward Furlong","/9LSsSPbP715XT9B7acIZzantPyX.jpg",,"8.5","0"
"42","The Usual Suspects","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","Bryan Singer","Kevin Spacey","Gabriel Byrne","/7S7PE3vK9Eh5uzCYBDGk5qTJeYW.jpg",,"8.5","0"
"44","The Lion King","Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.","Roger Allers","Rob Minkoff","Matthew Broderick","/wXsQvli6tWqja51pYxXNG1LFIGV.jpg",,"8.5","0"
"45","Terminator 2: Judgment Day","Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.","James Cameron","Arnold Schwarzenegger","Linda Hamilton","/8MksSPtPvqcSDruLdpibPmTP7LY.jpg",,"8.5","0"
"46","Nuovo Cinema Paradiso","A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.","Giuseppe Tornatore","Philippe Noiret","Enzo Cannavale","/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg",,"8.5","0"
"49","Once Upon a Time in the West","As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.","Sergio Leone","Henry Fonda","Charles Bronson","/26SUDI2iKhZTIKcU4ZzezTH1G15.jpg",,"8.5","0"
"51","Casablanca","In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","Michael Curtiz","Humphrey Bogart","Ingrid Bergman","/rrsG3xYrWifoduZtsIZ4ntoDfBY.jpg",,"8.5","0"
"52","Modern Times","A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..","Charles Chaplin","Charles Chaplin","Paulette Goddard","/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg",,"8.5","0"
"53","City Lights","A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.","Charles Chaplin","Charles Chaplin","Virginia Cherrill","/Ma7mQsldFCaQpsZbm8zolgLfmV.jpg",,"8.5","0"
"55","Ayla: The Daughter of War","In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.","Can Ulkay","Erdem Can","Ã‡etin Tekindor","/6EbxuGgAjizKqd9CmG5HG0m0t23.jpg",,"8.4","0"
"58","Dangal","Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.","Nitesh Tiwari","Aamir Khan","Sakshi Tanwar","/l0fNAHLOFReQJsxCOmGWvJDnimn.jpg",,"8.4","0"
"60","Avengers: Endgame","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.","Anthony Russo","Joe Russo","Robert Downey Jr.","/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg",,"8.4","5"
"61","Avengers: Infinity War","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","Anthony Russo","Joe Russo","Robert Downey Jr.","/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg",,"8.4","0"
"62","Coco","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.","Lee Unkrich","Adrian Molina","Anthony Gonzalez","/wSJHuSD7ojzoXifWjOAjxV7UpEL.jpg",,"8.4","0"
"63","Django Unchained","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","Quentin Tarantino","Jamie Foxx","Christoph Waltz","/2oZklIzUbvZXXzIFzv7Hi68d6xf.jpg",,"8.4","0"
"64","The Dark Knight Rises","Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","Christopher Nolan","Christian Bale","Tom Hardy","/y2DB71C4nyIdMrANijz8mzvQtk6.jpg",,"8.4","0"
"66","Taare Zameen Par","Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.","Aamir Khan","Amole Gupte","Darsheel Safary","/bPwdy3zaNnMdZ22u0WCcYu0xxgt.jpg",,"8.4","0"
"68","The Lives of Others","In 1983 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.","Florian Henckel von Donnersmarck","Ulrich MÃ¼he","Martina Gedeck","/3mxteiwtcCPjbYKlyC0WxY1G9J3.jpg",,"8.4","0"
"69","Oldeuboi","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.","Chan-wook Park","Choi Min-sik","Yoo Ji-Tae","/sdwjQEM869JFwMytTmvr6ggvaUl.jpg",,"8.4","0"
"70","Memento","Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.","Christopher Nolan","Guy Pearce","Carrie-Anne Moss","/7Wev9JMo6R5XAfz2KDvXb7oPMmy.jpg",,"8.4","0"
"71","Mononoke-hime","Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.","Hayao Miyazaki","YÃ´ji Matsuda","Yuriko Ishida","/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg",,"8.4","0"
"72","Once Upon a Time in America","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","Sergio Leone","Robert De Niro","James Woods","/uPYa165sraN2c8gZBM9C47g3JoU.jpg",,"8.4","0"
"74","The Shining","Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.","Stanley Kubrick","Jack Nicholson","Shelley Duvall","/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg",,"8.4","0"
"75","Apocalypse Now","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","Francis Ford Coppola","Martin Sheen","Marlon Brando","/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg",,"8.4","0"
"78","Tengoku to jigoku","At a crucial point in his business life, executive Gondo learns that his son has been kidnapped and that the ransom demanded is near the amount Gondo has raised for a critical business deal. Gondo is prepared to pay the ransom - that is, until he learns that the kidnappers have mistakenly abducted not Gondo's son, but the child of Gondo's chauffeur. Now Gondo must decide whether the other man's child is equally worth saving.","Akira Kurosawa","ToshirÃ´ Mifune","Yutaka Sada","/7gyZAh02FSV3y1vYYoQPre1MB2c.jpg",,"8.4","0"
"79","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.","Stanley Kubrick","Peter Sellers","George C. Scott","/sTp8K0SfcC2RQef1Tu160z3niHO.jpg",,"8.4","0"
"80","Witness for the Prosecution","Sir Wilfred Robarts, a famed barrister is released from the hospital, where he stayed for two months following his heart attack. Returning to the practise of his lawyer skills, he takes the case of Leonard Vole, an unemployed man who is accused of murdering an elderly lady friend of his, Mrs. Emily French. While Leonard Vole claims he's innocent, although all evidence points to him as the killer, his alibi witness, his cold German wife Christine, instead of entering the court as a witness for the defense, she becomes the witness for the prosecution and strongly claims her husband is guilty of the murder.","Billy Wilder","Tyrone Power","Marlene Dietrich","/ssHfXldBDgGYBaGNQc9zMWuxy5W.jpg",,"8.4","0"
"81","Paths of Glory","A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.","Stanley Kubrick","Kirk Douglas","Ralph Meeker","/354kfjVb96mtFALMhBE6jzHGiA2.jpg",,"8.4","0"
"82","Rear Window","A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.","Alfred Hitchcock","James Stewart","Grace Kelly","/zZvtZZXRnZ4Tdcs0QEWaZZcIWy8.jpg",,"8.4","0"
"84","The Great Dictator","Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.","Charles Chaplin","Charles Chaplin","Paulette Goddard","/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg",,"8.4","0"
"87","Andhadhun","A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.","Sriram Raghavan","Ayushmann Khurrana","Tabu","/ArvKQJv3nEpnBoVyjWDUT7TtJOL.jpg",,"8.3","0"
"90","Jodaeiye Nader az Simin","A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.","Asghar Farhadi","Payman Maadi","Leila Hatami","/mJrSFyb7uoqiICUmvIIzeOerA5K.jpg",,"8.3","0"
"92","Miracle in cell NO.7","Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.","Mehmet Ada Ã–ztekin","Aras Bulut Iynemli","Nisa Sofiya Aksongur","/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg",,"8.3","0"
"93","Babam ve Oglum","A left-wing journalist whose wife died while giving birth to his son during a military coup returns to his family's farm. Estranged from his father for turning his back on the family and wasting his life with political activism instead, he tries to reconnect with him so that his son will have a place to live as his health is deteriorating due to the extensive torture he had to endure.","Ã‡agan Irmak","Ã‡etin Tekindor","Fikret Kuskan","/ci8NMpK3HvuySQRGPMAPyBSlL7f.jpg",,"8.3","0"
"94","Inglourious Basterds","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","Quentin Tarantino","Brad Pitt","Diane Kruger","/hg0MTIFs49ef179C9Y1HRtzqbbK.jpg",,"8.3","0"
"97","Snatch","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","Guy Ritchie","Jason Statham","Brad Pitt","/32V4uHVRU2fbDsQl1dsYsZm3uba.jpg",,"8.3","0"
"98","Requiem for a Dream","The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.","Darren Aronofsky","Ellen Burstyn","Jared Leto","/9Gk3h004bow0jflh09iU4nPig48.jpg",,"8.3","0"
"100","Good Will Hunting","Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back.","Gus Van Sant","Robin Williams","Matt Damon","/oLsts7ct0NVkdYpx5rZg10MG6zh.jpg",,"8.3","0"
"102","Toy Story","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","John Lasseter","Tom Hanks","Tim Allen","/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg",,"8.3","0"
"103","Braveheart","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.","Mel Gibson","Mel Gibson","Sophie Marceau","/8lBcqakI3F19NWkXdqE0M8W76b9.jpg",,"8.3","0"
"104","Reservoir Dogs","A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.","Quentin Tarantino","Harvey Keitel","Tim Roth","/jqFjgNnxpXIXWuPsyfqmcLXRo9p.jpg",,"8.3","0"
"105","Full Metal Jacket","A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.","Stanley Kubrick","Matthew Modine","R. Lee Ermey","/3k2TRmqMjgt7tcwkYwZQdctnty3.jpg",,"8.3","0"
"108","Amadeus","Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Viennese composer Wolfgang Amadeus Mozart.","Milos Forman","F. Murray Abraham","Tom Hulce","/pD5Z6YglDNcRhcrCJKDhJlbGzni.jpg",,"8.3","0"
"110","Star Wars: Episode VI - Return of the Jedi","Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.","Richard Marquand","Mark Hamill","Harrison Ford","/r2IOBOeg5wLfLtyOnT5Pur6Tl4q.jpg",,"8.3","0"
"111","Das Boot","A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.","Wolfgang Petersen","JÃ¼rgen Prochnow","Herbert GrÃ¶nemeyer","/tRI6Csmw4rKzMYDrfUx5xtyBSVE.jpg",,"8.3","0"
"113","The Sting","A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.","George Roy Hill","Paul Newman","Robert Redford","/1r9lH3DaSWKGyvZaoo6BF5STOk5.jpg",,"8.3","0"
"114","A Clockwork Orange","In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?","Stanley Kubrick","Malcolm McDowell","Patrick Magee","/nLFxvLokHe3bQmrmAfljIfax2jQ.jpg",,"8.3","0"
"117","Lawrence of Arabia","The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.","David Lean","Peter O'Toole","Alec Guinness","/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg",,"8.3","0"
